objid,name_prefix,name,ra,declination,redshift,typeid,type,reporting_groupid,reporting_group,source_groupid,source_group,discoverydate,discoverymag,discmagfilter,filter,reporters,time_received,internal_names,Discovery_ADS_bibcode,Class_ADS_bibcodes,creationdate,lastmodified
188322,SN,2025xfu,357.7436881,80.815668,0.026987,4,SN Ib,48,ZTF,48,ZTF,2025-09-02 11:17:17.998,20.0944,110,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",2025-09-11 10:56:45,"ZTF25aboqinw, ATLAS25lfk",2025TNSTR3657....1S,2025TNSCR3839....1R,2025-09-11 10:56:47,2025-09-23 18:02:19
177625,SN,2025hxt,313.715413731,65.1604399839,0.007999,4,SN Ib,48,ZTF,48,ZTF,2025-04-20 10:47:07.995,19.744,111,r,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",2025-04-21 12:37:28,"ZTF25aanmfji, GOTO25cgd, ATLAS25eqn, PS25gtk",2025TNSTR1478....1S,2025TNSCR1779....1D,2025-04-21 12:37:30,2025-08-21 14:43:33
181616,SN,2025nqb,187.918129,3.927081,0.015109,4,SN Ib,81,SGLF,48,ZTF,2025-06-16 04:42:02.000,18.868,111,r,"I. Pérez-Fournon (IAC and ULL), D. Cano-Morales, I. Correa-Plasencia, A.E. Hernández-Díaz (ULL), F. Poidevin (IAC and ULL), C. Jiménez Ángel (GRANTECAN), R. Shirley (MPE), R. Marques-Chaves (Univ. of Geneva), and S. Geier (GRANTECAN & IAC) on behalf of SGLF",2025-06-16 06:36:10,"ZTF25aavgfqk, GOTO25dov, ATLAS25gfc",2025TNSTR2235....1P,"2025TNSCR2281....1H, 2025TNSCR2702....1S",2025-06-16 06:36:10,2025-07-14 21:34:34
182572,SN,2025pam,259.7150532,52.6170531,0.03091,4,SN Ib,74,ALeRCE,48,ZTF,2025-06-26 08:06:17.997,20.0585,111,r,"A. Munoz-Arancibia, F.E. Bauer, G. Pignata, F. Forster, A. Mourao, S. Jurado, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, J.P. Brandt, A. Alvarez, F. Andrades, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, H. Larranaga, C. Mansilla, K. Medina, D. Moreno, E. Munoz, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2025-06-26 14:34:31,"ZTF25aaxqbfo, ATLAS25gxf, GOTO25esn",2025TNSTR2405....1M,2025TNSCR2503....1D,2025-06-26 14:34:33,2025-06-30 17:03:05
181632,SN,2025nqr,42.669812,40.478787,0.028983,4,SN Ib,48,ZTF,48,ZTF,2025-06-16 11:33:20.001,18.8269,111,r,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",2025-06-16 12:30:28,ZTF25aavjchy,2025TNSTR2241....1S,2025TNSCR2425....1H,2025-06-16 12:30:30,2025-06-26 19:50:39
181520,SN,2025nmk,241.665325135,-2.35700641477,0.032389,4,SN Ib,48,ZTF,48,ZTF,2025-06-12 07:05:29.999,19.599,111,r,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",2025-06-14 07:48:38,"ZTF25aavahfn, PS25dmp, GOTO25dpx, ATLAS25gfd, BGEM J160639.66-022125.2",2025TNSTR2218....1S,2025TNSCR2329....1S,2025-06-14 07:48:40,2025-06-20 11:17:20
172042,SN,2025bdy,223.10106303,3.71617466006,0.0357,4,SN Ib,48,ZTF,48,ZTF,2025-02-08 11:48:31.003,19.5779,110,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",2025-02-10 14:03:25,"ZTF25aafkxdu, BGEM J145224.28+034258.1, GOTO25aqp, ATLAS25cbb, PS25djt",2025TNSTR.565....1S,2025TNSCR.727....1A,2025-02-10 14:03:27,2025-06-14 20:36:43
87244,SN,2021rkr,339.00299936667,18.485189533333,0.11,4,SN Ib,74,ALeRCE,48,ZTF,2021-07-02 10:37:35.000,20.2669,110,g,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, L. Hernandez-Garcia, L. Galbany, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-07-02 20:19:44,"ZTF21abjaimp, ATLAS21bbcf",2021TNSTR2277....1M,2025TNSCR1457....1H,2021-07-02 20:19:51,2025-04-20 00:25:32
80680,SN,2021hwj,237.663158476,26.609736563,0.15,4,SN Ib,74,ALeRCE,48,ZTF,2021-04-03 10:10:47.001,20.0684,110,g,"F. Forster, F.E. Bauer, G. Pignata, A. Munoz-Arancibia, L. Hernandez-Garcia, L. Galbany, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-04-03 23:55:48,"ZTF21aascaho, PS21dil",2021TNSTR1011....1F,2025TNSCR1457....1H,2021-04-03 23:56:09,2025-04-20 00:25:32
95146,SN,2021acvv,115.7402636,22.0464856,0.08,4,SN Ib,74,ALeRCE,48,ZTF,2021-10-31 08:37:01.998,19.1696,110,g,"R. Dastidar, F.E. Bauer, G. Pignata, A. Munoz-Arancibia, F. Forster, A. Mourao, L. Hernandez-Garcia, L. Galbany, E. Camacho, J. Silva-Farfan, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-10-31 17:44:00,ZTF18aaewdgq,2021TNSTR3699....1D,2025TNSCR1457....1H,2021-10-31 17:44:03,2025-04-20 00:25:32
93937,SN,2021abcz,116.0364627,43.0299919,0.08,4,SN Ib,48,ZTF,48,ZTF,2021-10-01 10:40:48.000,19.58,111,r,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,2021-10-12 00:10:40,ZTF21acezmjk,2021TNSTR3492....1F,2025TNSCR1457....1H,2021-10-12 00:10:41,2025-04-20 00:25:32
107489,SN,2022imn,188.2544765,1.7453423,0.07,4,SN Ib,74,ALeRCE,48,ZTF,2022-04-26 05:35:25.999,18.5382,111,r,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, A. Mourao, L. Hernandez-Garcia, L. Galbany, R. Hoshino, E. Camacho, J. Silva-Farfan, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, A. Moya E. Reyes, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2022-04-26 23:47:58,ZTF22aahqtmf,2022TNSTR1074....1M,2025TNSCR1457....1H,2022-04-26 23:48:03,2025-04-20 00:25:31
106851,SN,2022hos,253.323713961,7.94930712739,0.09,4,SN Ib,74,ALeRCE,48,ZTF,2022-04-14 09:35:10.000,19.6204,111,r,"A. Munoz-Arancibia, F.E. Bauer, F. Forster, G. Pignata, A. Mourao, L. Hernandez-Garcia, L. Galbany, R. Hoshino, E. Camacho, J. Silva-Farfan, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, A. Moya E. Reyes, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2022-04-14 22:27:43,"ZTF22aafsgwa, PS22drr, ATLAS22nbu",2022TNSTR.967....1M,2025TNSCR1457....1H,2022-04-14 22:27:47,2025-04-20 00:25:31
175905,SN,2025fly,115.1220026,13.8759171,0.02907,4,SN Ib,74,ALeRCE,48,ZTF,2025-03-23 04:05:16.002,20.3806,110,g,"F. Forster, F.E. Bauer, G. Pignata, A. Munoz-Arancibia, A. Mourao, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, J.P. Brandt, A. Alvarez, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, B. Gamboa, P. Huijse, H. Larranaga, C. Mansilla, K. Medina, D. Moreno, E. Munoz, E. Pizarro, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2025-03-23 12:24:42,"ZTF25aakbbof, ATLAS25dkb",2025TNSTR1093....1F,2025TNSCR1420....1D,2025-03-23 12:24:44,2025-04-17 14:07:57
173324,SN,2025cnj,174.0272729,62.2469961,0.0325,4,SN Ib,48,ZTF,48,ZTF,2025-02-23 07:26:55.000,19.5047,110,g,"Wynn Jacobson-Galán (Caltech), Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",2025-02-24 07:49:51,ZTF25aafzmjz,2025TNSTR.762....1J,2025TNSCR.898....1D,2025-02-24 07:49:52,2025-03-05 18:04:24
164934,SN,2024zbc,59.8457850433,43.3124533423,0.017068,4,SN Ib,48,ZTF,48,ZTF,2024-10-24 08:32:01.999,20.3524,110,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",2024-10-24 12:24:25,"ZTF24abojoup, ATLAS24puf, GOTO24hwa, PS24mig",2024TNSTR4135....1S,2024TNSCR4318....1D,2024-10-24 12:24:26,2024-12-08 00:10:17
164943,SN,2024zbl,169.477133,-2.090483,0.025064,4,SN Ib,74,ALeRCE,48,ZTF,2024-10-24 12:47:43.002,18.0154,111,r,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, A. Mourao, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, J.P. Brandt, A. Alvarez, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, B. Gamboa, P. Huijse, H. Larranaga, C. Mansilla, K. Medina, D. Moreno, E. Munoz, E. Pizarro, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2024-10-24 13:57:14,"ZTF24abokfqm, GOTO24hvs, ATLAS24qcq, BGEM J111754.51-020525.7, PS25b",2024TNSTR4128....1M,2024TNSCR4453....1Q,2024-10-24 13:57:15,2024-11-26 10:16:05
162981,SN,2024wyw,23.6173598326,37.0810459297,0.04,4,SN Ib,74,ALeRCE,48,ZTF,2024-09-30 10:51:49.997,18.9399,110,g,"A. Munoz-Arancibia, G. Pignata, F.E. Bauer, F. Forster, A. Mourao, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, J.P. Brandt, A. Alvarez, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, B. Gamboa, P. Huijse, H. Larranaga, C. Mansilla, K. Medina, D. Moreno, E. Munoz, E. Pizarro, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2024-09-30 16:52:11,"ZTF24abkiblx, ATLAS24owe, GOTO24gsz, PS24kxl",2024TNSTR3778....1M,2024TNSCR4538....1S,2024-09-30 16:52:12,2024-11-18 21:12:39
162082,SN,2024vrr,139.184167,19.932719,0.025762,4,SN Ib,48,ZTF,48,ZTF,2024-09-18 12:15:50.996,19.3596,111,r,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",2024-09-19 12:52:05,"ZTF24abigauq, GOTO24ggo, ATLAS24oum, Gaia24cvw, PS24jmt, BGEM J091644.19+195557.9",2024TNSTR3599....1S,2024TNSCR4009....1S,2024-09-19 12:52:06,2024-10-14 21:07:51
163372,SN,2024xnv,81.7741676,51.3339619,0.028316,4,SN Ib,74,ALeRCE,48,ZTF,2024-10-08 11:44:40.998,19.2298,111,r,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, A. Mourao, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, J.P. Brandt, A. Alvarez, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, B. Gamboa, P. Huijse, H. Larranaga, C. Mansilla, K. Medina, D. Moreno, E. Munoz, E. Pizarro, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2024-10-08 14:07:01,ZTF24ablmayf,2024TNSTR3899....1M,2024TNSCR4011....1R,2024-10-08 14:07:03,2024-10-14 19:08:45
161171,SN,2024ukp,114.7948622,59.1601491,0.01177,4,SN Ib,48,ZTF,48,ZTF,2024-08-23 11:38:49.004,18.5545,112,i,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",2024-09-03 12:30:08,ZTF24abcqasv,2024TNSTR3267....1S,2024TNSCR3693....1S,2024-09-03 12:30:09,2024-09-24 08:50:00
159774,SN,2024sjw,28.5730256725,4.25449245521,0.05,4,SN Ib,74,ALeRCE,48,ZTF,2024-08-17 10:07:03.000,19.2826,110,g,"F. Forster, F.E. Bauer, G. Pignata, A. Munoz-Arancibia, A. Mourao, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, J.P. Brandt, A. Alvarez, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, B. Gamboa, P. Huijse, H. Larranaga, C. Mansilla, K. Medina, D. Moreno, E. Munoz, E. Pizarro, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2024-08-17 18:08:35,"ZTF24abbsuhu, ATLAS24nlg, PS24jdk",2024TNSTR2979....1F,2024TNSCR3256....1M,2024-08-17 18:08:40,2024-09-19 22:57:59
79314,SN,2021fxn,199.6507324,8.0010395,0.043647,4,SN Ib,48,ZTF,48,ZTF,2021-02-17 12:04:33.024,20.4542,110,g,K. De (Caltech) on behalf of ZTF,2021-03-17 16:00:12,ZTF21aapjavr,2021TNSTR.792....1D,2024TNSCR3605....1T,2021-03-17 16:00:14,2024-09-19 21:39:00
160021,SN,2024ssn,22.4974208215,0.491533096345,0.033,4,SN Ib,48,ZTF,48,ZTF,2024-08-21 08:33:16.001,19.2727,110,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",2024-08-25 09:47:05,"ZTF24abchdsc, ATLAS24nlh, PS24jcm,",2024TNSTR3081....1S,2024TNSCR3098....1M,2024-08-25 09:47:06,2024-09-19 12:33:18
89260,SN,2021uim,215.4986402,28.8696354,0.0295,4,SN Ib,48,ZTF,48,ZTF,2021-07-30 04:22:18.624,20.122,111,r,K. De (Caltech) on behalf of ZTF,2021-07-30 17:00:25,"ZTF21abpnotj, ATLAS21beba",2021TNSTR2618....1D,2024TNSCR3580....1T,2021-07-30 17:00:26,2024-09-18 23:11:45
90364,SN,2021vyd,50.0385386,63.6629947,0.0108,4,SN Ib,48,ZTF,48,ZTF,2021-08-09 11:20:55.104,20.0016,111,r,K. De (Caltech) on behalf of ZTF,2021-08-14 08:00:25,"ZTF21absagis, ATLAS21bghz",2021TNSTR2813....1D,2024TNSCR3589....1S,2021-08-14 08:00:26,2024-09-18 23:07:01
92477,SN,2021zap,30.336036527273,55.255440227273,0.028006,4,SN Ib,74,ALeRCE,48,ZTF,2021-09-16 10:47:33.000,19.8307,111,r,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, L. Hernandez-Garcia, A. Mourao, L. Galbany, E. Camacho, J. Silva-Farfan, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-09-16 17:40:15,"ZTF21accpwgb, ATLAS21bjek",2021TNSTR3204....1M,2024TNSCR3587....1S,2021-09-16 17:40:21,2024-09-18 22:59:51
108928,SN,2022kgn,204.1251374,65.3428439,0.02806,4,SN Ib,48,ZTF,48,ZTF,2022-05-18 05:20:44.736,19.8345,111,r,K. De (Caltech) on behalf of ZTF,2022-05-20 19:03:14,ZTF22aakgnmo,2022TNSTR1361....1D,2024TNSCR3581....1F,2022-05-20 19:03:15,2024-09-18 22:13:07
131241,SN,2023lcz,36.5827875,46.2516847,0.031041,4,SN Ib,48,ZTF,48,ZTF,2023-06-17 11:03:50.400,19.03,111,r,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,2023-06-18 17:24:13,ZTF23aaomomk,2023TNSTR1424....1F,2024TNSCR3553....1D,2023-06-18 17:24:13,2024-09-17 20:46:58
135368,SN,2023qxy,288.1965613,22.2645662,0.030174,4,SN Ib,48,ZTF,48,ZTF,2023-08-25 05:42:43.200,19.622,111,r,K. De (Caltech) on behalf of ZTF,2023-08-27 21:00:39,ZTF23aazqccu,2023TNSTR2093....1D,2024TNSCR3553....1D,2023-08-27 21:00:41,2024-09-17 19:13:51
158822,SN,2024rbc,3.08935889705,31.063364657,0.016,4,SN Ib,48,ZTF,48,ZTF,2024-08-03 08:20:55.104,20.5443,110,g,K. De (Caltech) on behalf of ZTF,2024-08-03 20:00:19,"ZTF24aaymkrs, ATLAS24mky, GOTO24elc, PS24hud,",2024TNSTR2747....1D,2024TNSCR2931....1S,2024-08-03 20:00:29,2024-09-06 19:53:19
160100,SN,2024svo,0.454594431761,-4.34393790617,0.05,4,SN Ib,81,SGLF,48,ZTF,2024-08-26 10:06:48.000,19.385,110,g,"I. Pérez-Fournon, F. Poidevin (IAC and ULL), C. Jaén-Martín (ULL), C. Jiménez Ángel (GRANTECAN), Z. Delgado-González (ULL), R. Shirley (MPE), R. Marques-Chaves (Univ. of Geneva), and S. Geier (GRANTECAN & IAC) on behalf of SGLF",2024-08-26 11:16:31,"ZTF24abcuuro, BGEM J000149.06-042038.1, PS24ijs, ATLAS24ocm",2024TNSTR3091....1P,2024TNSCR3256....1M,2024-08-26 11:16:32,2024-09-02 06:41:11
153409,SN,2024lea,32.54145,39.1884302,0.017846,4,SN Ib,48,ZTF,48,ZTF,2024-06-10 11:08:47.996,19.1022,111,r,"Jacob Wise (LJMU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",2024-06-13 14:38:00,ZTF24aarlcuo,2024TNSTR1932....1W,2024TNSCR2694....1Q,2024-06-13 14:38:01,2024-07-31 17:17:55
155645,SN,2024mzu,224.896404,49.3284,0.0267600007,4,SN Ib,81,SGLF,48,ZTF,2024-06-28 05:41:02.000,19.472,110,g,"I. Pérez-Fournon, F. Poidevin (IAC and ULL), C. Jiménez Ángel (GRANTECAN),  Z. Delgado-González (ULL), R. Shirley (MPE), R. Marques-Chaves (Univ. of Geneva),  and S. Geier (GRANTECAN & IAC) on behalf of SGLF",2024-06-28 08:49:32,"ZTF24aatqiio, ATLAS24kny",2024TNSTR2157....1P,2024TNSCR2538....1S,2024-06-28 08:49:33,2024-07-22 19:07:06
43637,SN,2019odp,346.829542,13.85595,0.014353,4,SN Ib,48,ZTF,48,ZTF,2019-08-21 09:19:53.000,18.72,110,g,"J. Nordin, V. Brinnel, M. Giomi, J. van Santen (HU Berlin), A. Gal-Yam, O. Yaron, S. Schulze (Weizmann) on behalf of ZTF",2019-08-22 10:55:30,"ZTF19abqwtfu, PS19ern, ATLAS19thw, Gaia19evl",2019TNSTR1585....1N,"2019TNSCR1595....1B, 2019TNSCR2847....1F, 2024TNSCR1671....1S",2019-08-22 10:55:30,2024-05-27 16:15:56
149971,SN,2024gry,253.728465584,22.5089125249,0.031579,4,SN Ib,82,AMPEL,48,ZTF,2024-04-17 09:06:44.352,19.63,111,r,"J. Nordin, V. Brinnel, J. van Santen (HU Berlin), A. Gal-Yam, O. Yaron (Weizmann) on behalf of ZTF",2024-04-17 11:34:35,"ZTF24aakaiqs, PS24bvu, ATLAS24gfq",2024TNSTR1091....1N,2024TNSCR1373....1J,2024-04-17 11:34:36,2024-05-03 18:35:55
141618,SN,2023zms,197.723085507,8.70330137093,0.021,4,SN Ib,74,ALeRCE,48,ZTF,2023-12-09 12:11:55.997,17.2196,110,g,"A. Munoz-Arancibia, F.E. Bauer, F. Forster, G. Pignata, A. Mourao, L. Hernandez-Garcia, J.P. Brandt, L. Galbany, J. Silva-Farfan, R. Dastidar, A. Alvarez, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Gallardo, P. Huijse, H. Larranaga, E. Pizarro, I. Reyes, P. Sanchez-Saez, A. Sepulveda, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2023-12-11 02:11:33,"ZTF23absjgsh, ATLAS23xoz, PS24bsv",2023TNSTR3193....1M,2023TNSCR3219....1S,2023-12-11 02:11:37,2024-04-19 10:56:20
72322,SN,2020abqx,178.102766766,67.5477449476,,4,SN Ib,48,ZTF,48,ZTF,2020-12-03 12:50:24.000,19.22,110,g,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,2020-12-05 14:37:39,"ZTF20acvebcu, ATLAS20bgye, PS20mkm",2020TNSTR3674....1F,2021TNSCR..50....1B,2020-12-05 14:37:40,2024-02-28 00:05:03
80194,SN,2021hen,196.9328598,24.8105317,0.0211,4,SN Ib,74,ALeRCE,48,ZTF,2021-03-28 08:07:19.004,18.7906,111,r,"F. Forster, F.E. Bauer, G. Pignata, A. Munoz-Arancibia, L. Hernandez-Garcia, L. Galbany, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-03-28 19:19:51,"ZTF21aaqwfqe, ATLAS21jgy",2021TNSTR.942....1F,"2021TNSCR.963....1P, 2022TNSCR1989....1S",2021-03-28 19:19:54,2024-02-27 13:15:02
142085,SN,2023aaeg,15.98825,80.660989,0.025948,4,SN Ib,48,ZTF,48,ZTF,2023-12-13 03:17:29.760,19.7627,111,r,K. De (Caltech) on behalf of ZTF,2023-12-15 05:00:16,"ZTF23abtopsg, Gaia23dto, ATLAS23xyz",2023TNSTR3268....1D,2024TNSCR..23....1J,2023-12-15 05:00:18,2024-01-03 19:08:57
139608,SN,2023wpm,163.787542,21.772119,0.02394,4,SN Ib,74,ALeRCE,48,ZTF,2023-11-04 11:42:05.003,18.9779,110,g,"F. Forster, F.E. Bauer, G. Pignata, A. Munoz-Arancibia, A. Mourao, L. Hernandez-Garcia, J.P. Brandt, L. Galbany, J. Silva-Farfan, R. Dastidar, E. Camacho, A. Alvarez, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Gallardo, P. Huijse, H. Larranaga, E. Pizarro, I. Reyes, P. Sanchez-Saez, A. Sepulveda, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2023-11-04 22:27:58,"ZTF23abovaur, ATLAS23vgy, PS23ltt, Gaia23drb",2023TNSTR2831....1F,2023TNSCR2969....1T,2023-11-04 22:28:02,2023-12-22 10:52:17
141304,SN,2023zaw,67.3343111038,70.4270898348,,4,SN Ib,48,ZTF,48,ZTF,2023-12-07 05:34:06.000,19.3423,110,g,Jesper Sollerman on behalf of ZTF,2023-12-07 11:50:35,"ZTF23absbqun, ATLAS23wuw, PS23luh",2023TNSTR3158....1S,2023TNSCR3248....1G,2023-12-07 11:50:37,2023-12-14 11:30:00
134238,SN,2023plg,109.263167,24.95875,0.027,4,SN Ib,74,ALeRCE,48,ZTF,2023-08-14 11:53:32.004,18.7077,111,r,"A. Munoz-Arancibia, F.E. Bauer, F. Forster, G. Pignata, A. Mourao, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, E. Camacho, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, A. Moya, E. Reyes, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2023-08-14 23:50:15,"ZTF23aaxuvkn, PS23kjt, ATLAS23vel, Gaia23dcz",2023TNSTR1949....1M,2023TNSCR2869....1M,2023-08-14 23:50:17,2023-11-18 11:47:32
139239,SN,2023wbt,356.463157367,-6.78225775479,0.036,4,SN Ib,48,ZTF,48,ZTF,2023-10-22 06:23:32.640,20.6393,110,g,K. De (Caltech) on behalf of ZTF,2023-10-30 07:00:18,"ZTF23abnpoqp, PS23kei, ATLAS23vdm",2023TNSTR2773....1D,2023TNSCR2785....1H,2023-10-30 07:00:30,2023-11-02 21:56:56
138146,SN,2023uvr,239.45234863333,64.007708366667,0.0312450007,4,SN Ib,74,ALeRCE,48,ZTF,2023-10-07 04:19:29.004,19.4102,111,r,"F. Forster, G. Pignata, F.E. Bauer, A. Munoz-Arancibia, A. Mourao, R. Dastidar, L. Hernandez-Garcia, L. Galbany, E. Camacho, J. Silva-Farfan, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2023-10-13 20:03:01,ZTF23abikioc,2023TNSTR2574....1F,2023TNSCR2812....1J,2023-10-13 20:03:22,2023-11-02 15:37:00
138566,SN,2023vck,107.3271467,20.6338263,0.0175989997,4,SN Ib,48,ZTF,48,ZTF,2023-10-15 11:04:43.104,19.917,110,g,K. De (Caltech) on behalf of ZTF,2023-10-16 07:00:50,"ZTF23abjzkmx, ATLAS23umx",2023TNSTR2614....1D,2023TNSCR2815....1D,2023-10-16 07:00:50,2023-11-02 15:35:59
139238,SN,2023wbs,112.59592026,61.8187120799,0.038,4,SN Ib,48,ZTF,48,ZTF,2023-10-24 09:48:46.368,19.8475,111,r,K. De (Caltech) on behalf of ZTF,2023-10-30 03:00:39,"ZTF23abnbfda, PS23kdv",2023TNSTR2773....1D,2023TNSCR2797....1D,2023-10-30 03:00:40,2023-11-02 11:19:55
