objid,name_prefix,name,ra,declination,redshift,typeid,type,reporting_groupid,reporting_group,source_groupid,source_group,discoverydate,discoverymag,discmagfilter,filter,reporters,time_received,internal_names,Discovery_ADS_bibcode,Class_ADS_bibcodes,creationdate,lastmodified
95158,SN,2021acwh,91.3450842665,-27.9345090995,0.03,5,SN Ic,48,ZTF,48,ZTF,2021-10-31 10:39:21.600,19.49,110,g,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,2021-10-31 18:15:30,"ZTF21acjxjpu, ATLAS21blsq, PS22bm",2021TNSTR3710....1F,2021TNSCR3871....1O,2021-10-31 18:15:31,2022-01-11 17:57:30
89668,SN,2021uyc,329.188925824,27.9049307833,0.019046,5,SN Ic,74,ALeRCE,48,ZTF,2021-08-04 08:16:30.996,20.5187,111,r,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, L. Hernandez-Garcia, L. Galbany, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-08-04 22:09:38,"ZTF21abraccv, ATLAS21bdyh, PS21kem",2021TNSTR2673....1M,2021TNSCR2834....1C,2021-08-04 22:09:56,2021-12-29 14:29:42
95440,SN,2021adgu,160.958125,69.68575,0.041,5,SN Ic,48,ZTF,48,ZTF,2021-11-02 11:29:45.600,18.91,111,r,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,2021-11-04 14:12:35,"ZTF21acjxzsa, ATLAS21blwc, PS21moz, Gaia21flg",2021TNSTR3760....1F,2021TNSCR3844....1C,2021-11-04 14:12:36,2021-12-07 09:01:18
96602,SN,2021aexi,357.8430641,20.1096938,0.014,5,SN Ic,48,ZTF,48,ZTF,2021-11-19 07:12:50.976,19.4801,111,r,K. De (Caltech) on behalf of ZTF,2021-11-19 22:01:47,"ZTF21acpicsi, ATLAS21bmpy",2021TNSTR3964....1D,2021TNSCR4035....1R,2021-11-19 22:01:48,2021-11-26 16:16:31
95136,SN,2021acvl,96.7573814,-12.5217063,0.00972,5,SN Ic,48,ZTF,48,ZTF,2021-10-31 08:34:04.800,19.87,110,g,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,2021-10-31 14:09:18,"ZTF21acjoorl, ATLAS21blee",2021TNSTR3710....1F,"2021TNSCR3737....1P, 2021TNSCR3954....1C",2021-10-31 14:09:19,2021-11-18 22:47:45
94970,SN,2021acpd,87.26380255,17.2867939,0.04,5,SN Ic,74,ALeRCE,48,ZTF,2021-10-30 10:27:42.002,18.6858,111,r,"R. Dastidar, F.E. Bauer, A. Munoz-Arancibia, G. Pignata, F. Forster, A. Mourao, L. Hernandez-Garcia, L. Galbany, E. Camacho, J. Silva-Farfan, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-10-30 21:25:24,"ZTF21acjnojg, ATLAS21bkwv",2021TNSTR3686....1D,2021TNSCR3871....1O,2021-10-30 21:25:37,2021-11-11 20:05:35
89950,SN,2021vis,226.27857087,21.27112502,0.0518,5,SN Ic,74,ALeRCE,48,ZTF,2021-08-08 04:14:58.001,20.0081,111,r,"F. Forster, F.E. Bauer, A. Munoz-Arancibia, G. Pignata, A. Mourao, L. Hernandez-Garcia, L. Galbany, E. Camacho, J. Silva-Farfan, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-08-09 02:46:34,"ZTF21abrfvax, ATLAS21bfiy",2021TNSTR2732....1F,"2021TNSCR2980....1C, 2021TNSCR3202....1C",2021-08-09 02:47:08,2021-09-15 21:59:43
89483,SN,2021urb,323.608526849,9.18388489269,0.127,5,SN Ic,74,ALeRCE,48,ZTF,2021-07-31 08:37:20.004,20.4251,110,g,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, L. Hernandez-Garcia, L. Galbany, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-08-02 20:30:37,"ZTF21abpwaci, PS21jtp",2021TNSTR2648....1M,2021TNSCR2746....1D,2021-08-02 20:31:39,2021-09-04 13:12:44
89470,SN,2021uqo,327.3247358,-21.8488538,0.097,5,SN Ic,74,ALeRCE,48,ZTF,2021-08-02 07:39:05.996,19.6893,110,g,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, L. Hernandez-Garcia, L. Galbany, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-08-02 20:30:37,"ZTF21abqmmyz, ATLAS21beqd",2021TNSTR2648....1M,2021TNSCR2964....1T,2021-08-02 20:31:29,2021-08-28 22:11:44
88586,SN,2021tiv,322.348171214,-16.2362120693,0.08,5,SN Ic,74,ALeRCE,48,ZTF,2021-07-09 09:03:37.996,20.3593,110,g,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, L. Hernandez-Garcia, L. Galbany, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-07-14 20:25:04,"ZTF21abltdts, PS21iju",2021TNSTR2432....1M,2021TNSCR2953....1P,2021-07-14 20:25:17,2021-08-27 18:05:28
82723,SN,2021kwg,358.098132379,28.772907978,0.022549,5,SN Ic,74,ALeRCE,48,ZTF,2021-05-02 11:50:07.002,18.0531,111,r,"F. Forster, F.E. Bauer, A. Munoz-Arancibia, G. Pignata, A. Mourao, L. Hernandez-Garcia, L. Galbany, E. Camacho, J. Silva-Farfan, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-05-02 17:31:10,"ZTF21aaygqkb, PS21hjc",2021TNSTR1413....1F,,2021-05-02 17:31:16,2021-07-05 18:18:37
77302,SN,2021dah,39.207042,45.388419,0.018,5,SN Ic,74,ALeRCE,48,ZTF,2021-02-15 04:16:09.998,19.2971,110,g,"F. Forster, F.E. Bauer, A. Munoz-Arancibia, L. Hernandez-Garcia, G. Pignata, L. Galbany, G. Pignata, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-02-15 18:43:18,"ZTF21aakymbv, ATLAS21gmn, Gaia21cyy",2021TNSTR.469....1F,2021TNSCR.568....1H,2021-02-15 18:43:21,2021-06-23 08:26:04
84152,SN,2021mxx,284.2136326,36.6223349,0.00965,5,SN Ic,74,ALeRCE,48,ZTF,2021-05-22 09:22:03.000,17.4519,111,r,"F. Forster, A. Munoz-Arancibia, F.E. Bauer, G. Pignata, A. Mourao, L. Hernandez-Garcia, L. Galbany, E. Camacho, J. Silva-Farfan, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-05-22 16:06:35,"ZTF21abcgaln, ATLAS21pnp",2021TNSTR1752....1F,2021TNSCR1794....1P,2021-05-22 16:06:36,2021-05-31 10:36:41
82933,SN,2021lei,181.58736775,12.670727616667,0.112,5,SN Ic,74,ALeRCE,48,ZTF,2021-05-04 05:36:48.001,19.6216,111,r,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, L. Hernandez-Garcia, L. Galbany, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-05-04 22:40:44,"ZTF21aayonfd, ATLAS21ofd",2021TNSTR1444....1M,2021TNSCR1606....1L,2021-05-04 22:40:52,2021-05-12 16:46:49
82592,SN,2021krf,192.822679154,0.520758391819,0.01356,5,SN Ic,74,ALeRCE,48,ZTF,2021-04-30 05:06:04.000,18.0035,110,g,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, G. Pignata, L. Hernandez-Garcia, L. Galbany, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-04-30 20:17:16,"ZTF21aaxtctv, ATLAS21npa, PS21dol",2021TNSTR1392....1M,"2021TNSCR1479....1P, 2021TNSCR1513....1D",2021-04-30 20:17:54,2021-05-07 19:47:57
79945,SN,2021gvl,215.408603884,35.6532348137,0.0364019983,5,SN Ic,48,ZTF,48,ZTF,2021-03-21 07:43:34.752,20.0994,111,r,K. De (Caltech) on behalf of ZTF,2021-03-22 16:01:05,"ZTF21aaqldsk, ATLAS21jit, PS21cwe",2021TNSTR.878....1D,2021TNSCR1324....1D,2021-03-22 16:01:06,2021-04-22 17:14:45
74552,SN,2021do,154.235508012,73.3974807308,0.009346,5,SN Ic,48,ZTF,48,ZTF,2021-01-02 10:53:45.600,20.0,110,g,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,2021-01-04 09:59:26,"ZTF21aaaubig, PS21aa, ATLAS21oxe",2021TNSTR..33....1F,2021TNSCR..51....1V,2021-01-04 09:59:27,2021-04-10 15:41:06
76519,SN,2021bwq,172.071142555,-12.888228572,0.022015,5,SN Ic,74,ALeRCE,48,ZTF,2021-02-05 08:32:58.998,18.6966,110,g,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, L. Hernandez-Garcia, G. Pignata, L. Galbany, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-02-05 19:57:08,"ZTF21aahdqrg, ATLAS21dqu, PS21abx",2021TNSTR.342....1M,"2021TNSCR.431....1D, 2021TNSCR.492....1D",2021-02-05 19:57:13,2021-04-09 01:10:07
75085,SN,2021vz,230.361878982,36.7677799547,0.045,5,SN Ic,74,ALeRCE,48,ZTF,2021-01-09 12:17:58.004,18.958,111,r,"F. Forster, F.E. Bauer, G. Pignata, A. Munoz-Arancibia, L. Hernandez-Garcia, L. Galbany, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-01-09 19:24:35,"ZTF21aacufip, ATLAS21blp, PS21wh",2021TNSTR..88....1F,2021TNSCR.468....1D,2021-01-09 19:25:15,2021-04-01 18:11:35
77883,SN,2021dwg,214.566537996,0.888429994766,0.026,5,SN Ic,74,ALeRCE,48,ZTF,2021-02-27 10:05:24.996,18.4405,110,g,"F. Forster, F.E. Bauer, G. Pignata, A. Munoz-Arancibia, L. Hernandez-Garcia, L. Galbany, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-02-27 15:22:02,"ZTF21aannoix, ATLAS21hkr, PS21bwl,",2021TNSTR.617....1F,2021TNSCR.663....1G,2021-02-27 15:22:03,2021-03-21 13:48:39
77526,SN,2021diu,240.66646575,15.76210835,0.037372,5,SN Ic,74,ALeRCE,48,ZTF,2021-02-19 11:58:06.004,19.3149,110,g,"F. Forster, A. Mourao, F.E. Bauer, G. Pignata, A. Munoz-Arancibia, L. Hernandez-Garcia, L. Galbany, E. Camacho, J. Silva-Farfan, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-02-19 16:38:34,"ZTF21aalkjbl, ATLAS21gsm",2021TNSTR.513....1F,"2021TNSCR.623....1P, 2021TNSCR.665....1D",2021-02-19 16:38:55,2021-03-03 23:56:13
77090,SN,2021cse,223.3280622,9.52544055,0.0375,5,SN Ic,74,ALeRCE,48,ZTF,2021-02-11 10:35:49.004,19.3438,111,r,"F. Forster, F.E. Bauer, A. Munoz-Arancibia, L. Hernandez-Garcia, G. Pignata, L. Galbany, G. Pignata, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2021-02-11 20:29:50,ZTF21aakigrh,2021TNSTR.422....1F,2021TNSCR.528....1W,2021-02-11 20:30:06,2021-02-19 05:40:54
71923,SN,2020abdw,30.321208,24.070739,0.0327790007,5,SN Ic,48,ZTF,48,ZTF,2020-11-25 05:39:13.248,20.0858,111,r,K. De (Caltech) on behalf of ZTF,2020-11-29 22:00:28,"ZTF20actpqgc, ATLAS20bgrl, Gaia20fvx, PS20mom",2020TNSTR3604....1D,"2020TNSCR3839....1G, 2020TNSCR3912....1W, 2021TNSCR.512....1D",2020-11-29 22:00:29,2021-02-18 01:57:20
74488,SN,2021bm,219.447000575,59.90703375,0.031517,5,SN Ic,48,ZTF,48,ZTF,2021-01-03 11:16:48.000,18.66,111,r,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,2021-01-03 18:00:07,"ZTF21aaaosoq, ATLAS21awx",2021TNSTR..24....1F,2021TNSCR.206....1D,2021-01-03 18:00:08,2021-02-09 15:21:11
72707,SN,2020acfp,171.8940954,47.379429725,0.032816,5,SN Ic,48,ZTF,48,ZTF,2020-12-10 10:39:38.880,19.5908,110,g,D. Duev (Caltech) on behalf of ZTF/Fritz,2020-12-11 07:15:58,"ZTF20acwofhd, ATLAS20bjsc",2020TNSTR3751....1D,"2021TNSCR.223....1D, 2021TNSCR.358....1D",2020-12-11 07:15:59,2021-02-05 01:08:51
72273,SN,2020abpa,353.008946268,23.5575830529,0.023303,5,SN Ic,48,ZTF,48,ZTF,2020-12-01 02:55:02.784,18.63,111,r,"J. Nordin, V. Brinnel, M. Giomi, J. van Santen (HU Berlin), A. Gal-Yam, O. Yaron, S. Schulze (Weizmann) on behalf of ZTF",2020-12-05 04:38:29,"ZTF20acueziy, ATLAS20bgly, PS20nsl",2020TNSTR3676....1N,2020TNSCR3837....1D,2020-12-05 04:38:30,2020-12-29 17:10:47
71665,SN,2020aauc,56.825583,-8.451739,0.033,5,SN Ic,74,ALeRCE,48,ZTF,2020-11-23 07:08:06.996,19.3927,111,r,"A. Munoz-Arancibia, F. Forster, F.E. Bauer, L. Hernandez-Garcia, G. Pignata, L. Galbany, G. Pignata, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2020-11-23 18:38:26,"ZTF20actekrw, ATLAS20bgmw, PS20mho, Gaia20fvb",2020TNSTR3535....1M,"2020TNSCR3839....1G, 2020TNSCR3912....1W",2020-11-23 18:39:00,2020-12-24 17:03:03
46591,SN,2019smi,119.868375,26.889781,0.0265,5,SN Ic,74,ALeRCE,48,ZTF,2019-10-13 11:24:48.000,18.8453,111,r,F. Forster on behalf of the ALeRCE broker,2019-10-13 16:11:06,"ZTF19aceqjqw, Gaia19fgh",2019TNSTR2069....1F,2020TNSCR3800....1D,2019-10-13 16:11:08,2020-12-15 17:38:18
72210,SN,2020abmp,11.8288414694,0.405040572217,0.058,5,SN Ic,48,ZTF,48,ZTF,2020-12-04 03:03:29.088,19.8954,110,g,D. Duev (Caltech) on behalf of ZTF/Fritz,2020-12-04 05:31:12,"ZTF20acuxjus, PS20lyg, ATLAS20bhjx",2020TNSTR3660....1D,2020TNSCR3731....1C,2020-12-04 05:31:13,2020-12-09 11:29:24
69448,SN,2020xpn,156.41261015556,16.787374777778,0.0347,5,SN Ic,74,ALeRCE,48,ZTF,2020-10-20 11:57:19.996,19.1491,110,g,"F. Forster, F.E. Bauer, A. Munoz-Arancibia, L. Hernandez-Garcia, G. Pignata, L. Galbany, G. Pignata, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2020-10-20 19:25:18,ZTF20aclnplo,2020TNSTR3183....1F,2020TNSCR3488....1D,2020-10-20 19:25:28,2020-11-17 17:58:32
66903,SN,2020twp,334.647594776,5.33368881418,0.074,5,SN Ic,74,ALeRCE,48,ZTF,2020-09-18 07:46:16.000,20.5632,110,g,"F. Forster, L. Hernandez-Garcia, A. Munoz-Arancibia, F.E. Bauer, L. Galbany, G. Pignata, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2020-09-21 19:15:47,"ZTF20accbsxa, PS20hsz, ATLAS20bcic",2020TNSTR2874....1F,2020TNSCR3121....1S,2020-09-21 19:16:00,2020-11-01 11:10:34
66940,SN,2020txx,331.263190771,-9.02434646773,0.063928,5,SN Ic,81,SGLF,48,ZTF,2020-09-19 06:05:49.000,20.41,111,r,"I. Perez-Fournon, C. Jimenez Angel, F. Poidevin (IAC & ULL), R. Shirley (Univ. of Southampton), R. Marques-Chaves (CAB), S. Geier (GRANTECAN & IAC), Y. Shu (IoA), S. Rodney, J. Roberts-Pierel (Univ. of South Carolina), A. Bolton (NSF's NOIRLab), S. Chakrabarti, P. Craig, and B. Alamiri (RIT)",2020-09-22 10:20:38,"ZTF20accoccp, ATLAS20bbzi, PS20jcb",2020TNSTR2896....1P,"2020TNSCR3063....1D, 2020TNSCR3085....1D",2020-09-22 10:20:39,2020-11-01 00:57:56
67552,SN,2020uvh,70.1861626,67.7320835,0.016111,5,SN Ic,48,ZTF,48,ZTF,2020-09-28 11:18:14.400,20.46,110,g,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,2020-10-04 20:50:59,"ZTF20acfqngt, ATLAS20bcup",2020TNSTR3019....1F,2020TNSCR3122....1D,2020-10-04 20:51:00,2020-10-14 22:29:33
65540,SN,2020rwz,296.69589885,58.97986635,0.0369,5,SN Ic,48,ZTF,48,ZTF,2020-08-20 08:39:50.400,20.2691,111,r,K. De (Caltech) on behalf of ZTF,2020-08-23 20:01:09,ZTF20abvvnqh,2020TNSTR2587....1D,2020TNSCR2955....1G,2020-08-23 20:01:10,2020-09-27 23:53:26
66527,SN,2020tii,355.357557603,-22.7050901206,0.046432,5,SN Ic,74,ALeRCE,48,ZTF,2020-09-15 08:01:55.004,18.8848,110,g,"F. Forster, L. Hernandez-Garcia, A. Munoz-Arancibia, F.E. Bauer, L. Galbany, G. Pignata, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2020-09-15 19:30:32,"ZTF20abzjcdg, ATLAS20bbhn, PS20hqb",2020TNSTR2801....1F,2020TNSCR2954....1D,2020-09-15 19:30:40,2020-09-27 23:38:10
64692,SN,2020qvr,351.389098897,-26.4229251061,0.028,5,SN Ic,48,ZTF,48,ZTF,2020-07-31 10:26:43.008,19.2016,111,r,K. De (Caltech) on behalf of ZTF,2020-08-06 18:00:48,"ZTF20abpuxcc, ATLAS20vno, PS20gvn",2020TNSTR2405....1D,2020TNSCR2939....1D,2020-08-06 18:00:49,2020-09-25 20:04:49
66257,SN,2020sya,19.823811176,21.762674378,0.031428,5,SN Ic,74,ALeRCE,48,ZTF,2020-09-10 10:02:11.003,19.1548,111,r,"F. Forster, L. Hernandez-Garcia, A. Munoz-Arancibia, F.E. Bauer, L. Galbany, G. Pignata, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2020-09-10 21:10:55,"ZTF20abywsut, PS20hha, ATLAS20znl",2020TNSTR2767....1F,2020TNSCR2885....1D,2020-09-10 21:10:56,2020-09-21 16:06:39
65787,SN,2020sgf,50.719833,42.556131,0.02208,5,SN Ic,48,ZTF,48,ZTF,2020-08-28 10:42:40.320,20.2233,111,r,K. De (Caltech) on behalf of ZTF,2020-08-30 20:01:20,"ZTF20abxpoxd, ATLAS20yxf, Gaia20eey, PS20ltc",2020TNSTR2671....1D,2020TNSCR2811....1D,2020-08-30 20:01:21,2020-09-15 18:40:52
64591,SN,2020qrx,20.9932798855,17.369326791,0.028387,5,SN Ic,74,ALeRCE,48,ZTF,2020-08-03 10:07:32.998,19.2356,111,r,"F. Forster, F.E. Bauer, L. Galbany, G. Pignata, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2020-08-04 00:12:08,"ZTF20abqdkne, ATLAS20vjq, PS20hbv",2020TNSTR2374....1F,2020TNSCR2576....1D,2020-08-04 00:12:10,2020-09-12 23:55:31
65232,SN,2020rlg,61.1617818,33.8085216,0.017445,5,SN Ic,74,ALeRCE,48,ZTF,2020-08-16 11:36:14.996,19.0708,111,r,"F. Forster, F.E. Bauer, L. Galbany, G. Pignata, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2020-08-16 20:07:23,"ZTF20abtkjfw, ATLAS20xty",2020TNSTR2506....1F,2020TNSCR2686....1D,2020-08-16 20:07:25,2020-08-31 18:48:26
64402,SN,2020qkt,289.2572977,-17.7810508,0.03722,5,SN Ic,74,ALeRCE,48,ZTF,2020-07-27 07:33:57.997,19.2059,111,r,"F. Forster, F.E. Bauer, L. Galbany, G. Pignata, E. Camacho, J. Silva-Farfan, A. Mourao, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2020-07-28 15:16:26,"ZTF20abozqdj, ATLAS20vlp",2020TNSTR2306....1F,2020TNSCR2597....1D,2020-07-28 15:16:28,2020-08-24 20:42:15
62776,SN,2020oce,348.0864801,31.125995166667,0.02354,5,SN Ic,48,ZTF,48,ZTF,2020-07-07 08:29:21.408,18.26,110,g,"J. Nordin, V. Brinnel, M. Giomi, J. van Santen (HU Berlin), A. Gal-Yam, O. Yaron, S. Schulze (Weizmann) on behalf of ZTF",2020-07-07 11:38:04,"ZTF18acjwspf, ZTF20abkiarz",2020TNSTR2057....1N,2020TNSCR2314....1D,2020-07-07 11:38:05,2020-07-28 17:48:33
61337,SN,2020mbt,169.78088435,47.29394865,0.046,5,SN Ic,74,ALeRCE,48,ZTF,2020-06-09 04:26:01.000,19.1083,111,r,"F. Forster, F.E. Bauer, L. Galbany, G. Pignata, E. Camacho, J. Silva-Farfan, J. Arredondo, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, E. Reyes, I. Reyes, P. Sanchez-Saez, C. Valenzuela, E. Castillo, D. Ruz-Mieres, D. Rodriguez-Mancini, F.E. Bauer, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2020-06-09 22:23:25,"ZTF20abeezca, ATLAS20owj",2020TNSTR1723....1F,2020TNSCR1908....1D,2020-06-09 22:23:31,2020-06-09 22:23:31
